Date,Close,Volume
2023-08-09,19.200001,142522000
2023-08-10,19.129999,177504300
2023-08-11,19.51,134098300
2023-08-14,18.860001,133432300
2023-08-15,19.459999,116795000
2023-08-16,20.1,136794100
2023-08-17,20.780001,146341200
2023-08-18,20.879999,164105300
2023-08-21,19.870001,134094100
2023-08-22,19.98,119780400
2023-08-23,19.030001,132372800
2023-08-24,20.309999,152466100
2023-08-25,19.82,214022800
2023-08-28,19.379999,110653600
2023-08-29,18.139999,136765400
2023-08-30,17.83,119360800
2023-08-31,17.709999,103774700
2023-09-01,17.77,113216300
2023-09-05,17.719999,88772400
2023-09-06,18.18,121062400
2023-09-07,18.610001,118466700
2023-09-08,18.540001,98975300
2023-09-11,17.889999,96232900
2023-09-12,18.49,95691700
2023-09-13,18.299999,120777500
2023-09-14,17.879999,122032700
2023-09-15,18.82,123359600
2023-09-18,18.75,88867200
2023-09-19,18.889999,107198200
2023-09-20,19.360001,117823900
2023-09-21,20.48,141866500
2023-09-22,20.469999,133885700
2023-09-25,20.18,114909900
2023-09-26,21.1,119336500
2023-09-27,20.950001,153105900
2023-09-28,20.48,141524400
2023-09-29,20.440001,162522400
2023-10-02,19.950001,127203900
2023-10-03,21.01,136832300
2023-10-04,20.17,148941600
2023-10-05,20.370001,120304500
2023-10-06,19.360001,180577400
2023-10-09,19.059999,113964000
2023-10-10,18.76,115885300
2023-10-11,18.370001,118444000
2023-10-12,18.59,148990000
2023-10-13,19.299999,158493700
2023-10-16,18.639999,110315300
2023-10-17,18.83,138155000
2023-10-18,19.610001,144995100
2023-10-19,20.16,199049800
2023-10-20,21.08,161624600
2023-10-23,20.9,160650300
2023-10-24,20.309999,129588900
2023-10-25,21.799999,149751600
2023-10-26,23.09,189869400
2023-10-27,22.75,184181100
2023-10-30,22.030001,140844900
2023-10-31,21.700001,117189300
2023-11-01,20.57,153221200
2023-11-02,19.5,128955100
2023-11-03,18.82,142282700
2023-11-06,18.610001,102028200
2023-11-07,18.1,127790400
2023-11-08,18.059999,117816600
2023-11-09,18.51,169294000
2023-11-10,17.280001,157156400
2023-11-13,17.440001,105708800
2023-11-14,16.34,153760200
2023-11-15,16.299999,146825700
2023-11-16,16.27,128060300
