Date,Close,Volume
1927-12-30,17.66,0
1928-01-03,17.76,0
1928-01-04,17.719999,0
1928-01-05,17.549999,0
1928-01-06,17.66,0
1928-01-09,17.5,0
1928-01-10,17.370001,0
1928-01-11,17.35,0
1928-01-12,17.469999,0
1928-01-13,17.58,0
1928-01-16,17.290001,0
1928-01-17,17.299999,0
1928-01-18,17.26,0
1928-01-19,17.379999,0
1928-01-20,17.48,0
1928-01-23,17.639999,0
1928-01-24,17.709999,0
1928-01-25,17.52,0
1928-01-26,17.629999,0
1928-01-27,17.690001,0
1928-01-30,17.49,0
1928-01-31,17.57,0
1928-02-01,17.530001,0
1928-02-02,17.629999,0
1928-02-03,17.4,0
1928-02-06,17.450001,0
1928-02-07,17.440001,0
1928-02-08,17.49,0
1928-02-09,17.549999,0
1928-02-10,17.540001,0
1928-02-14,17.440001,0
1928-02-15,17.4,0
1928-02-16,17.35,0
1928-02-17,17.040001,0
1928-02-20,16.950001,0
1928-02-21,17.110001,0
1928-02-23,17.129999,0
1928-02-24,17.18,0
1928-02-27,17.110001,0
1928-02-28,17.16,0
1928-02-29,17.26,0
1928-03-01,17.299999,0
1928-03-02,17.299999,0
1928-03-05,17.57,0
1928-03-06,17.67,0
1928-03-07,17.58,0
1928-03-08,17.639999,0
1928-03-09,17.93,0
1928-03-12,18,0
1928-03-13,17.92,0
1928-03-14,17.93,0
1928-03-15,18.07,0
1928-03-16,18.26,0
1928-03-19,18.360001,0
1928-03-20,18.459999,0
1928-03-21,18.65,0
1928-03-22,18.6,0
1928-03-23,18.780001,0
1928-03-26,19.049999,0
1928-03-27,18.940001,0
1928-03-28,18.889999,0
1928-03-29,18.950001,0
1928-03-30,19.280001,0
1928-04-02,18.91,0
1928-04-03,19.02,0
1928-04-04,18.99,0
1928-04-05,19.23,0
1928-04-09,19.27,0
1928-04-10,19.1,0
1928-04-11,19.440001,0
1928-04-12,19.41,0
1928-04-13,19.73,0
1928-04-16,19.68,0
1928-04-17,19.52,0
1928-04-18,19.52,0
1928-04-19,19.629999,0
1928-04-20,19.34,0
1928-04-23,19.15,0
1928-04-24,19.25,0
1928-04-25,19.33,0
1928-04-26,19.469999,0
1928-04-27,19.68,0
1928-04-30,19.75,0
1928-05-01,19.780001,0
1928-05-02,19.83,0
1928-05-03,19.93,0
1928-05-04,20.24,0
1928-05-07,20.41,0
1928-05-08,20.27,0
1928-05-09,20.24,0
1928-05-10,20.209999,0
1928-05-11,20.360001,0
1928-05-14,20.440001,0
1928-05-15,20.389999,0
1928-05-16,20.049999,0
1928-05-17,20.120001,0
1928-05-18,19.92,0
1928-05-21,19.629999,0
1928-05-22,19.360001,0
1928-05-23,19.75,0
1928-05-24,19.870001,0
1928-05-25,19.9,0
1928-05-28,19.57,0
1928-05-29,19.82,0
1928-05-31,20,0
1928-06-01,20.07,0
1928-06-04,19.799999,0
1928-06-05,19.85,0
1928-06-06,19.66,0
1928-06-07,19.610001,0
1928-06-08,19.370001,0
1928-06-11,18.68,0
1928-06-12,18.34,0
1928-06-13,18.889999,0
1928-06-14,19.049999,0
1928-06-15,18.74,0
1928-06-18,18.4,0
1928-06-19,18.34,0
1928-06-20,18.57,0
1928-06-21,18.559999,0
1928-06-22,18.540001,0
1928-06-25,18.469999,0
1928-06-26,18.68,0
1928-06-27,18.860001,0
1928-06-28,19.07,0
1928-06-29,19.139999,0
1928-07-02,18.98,0
1928-07-03,19.290001,0
1928-07-05,19.48,0
1928-07-06,19.389999,0
1928-07-09,19.459999,0
1928-07-10,19.43,0
1928-07-11,18.950001,0
1928-07-12,18.809999,0
1928-07-13,18.959999,0
1928-07-16,18.700001,0
1928-07-17,18.799999,0
1928-07-18,19.030001,0
1928-07-19,18.99,0
1928-07-20,19.030001,0
1928-07-23,19.120001,0
1928-07-24,19.09,0
1928-07-25,19.200001,0
1928-07-26,19.24,0
1928-07-27,19.42,0
1928-07-30,19.469999,0
1928-07-31,19.43,0
1928-08-01,19.42,0
1928-08-02,19.33,0
1928-08-03,19.360001,0
1928-08-06,19.58,0
1928-08-07,19.49,0
1928-08-08,19.25,0
1928-08-09,19.299999,0
1928-08-10,19.25,0
1928-08-13,19.290001,0
1928-08-14,19.129999,0
1928-08-15,19.469999,0
1928-08-16,19.610001,0
